label;review
negative;ordered use shoot today pretty expensive expected delivered promised didnt come time
positive;touch one water line radiator extremely hot deduced pump actually spinning coolant
negative;mad wasted time bundle spare cords find come apart almost without fail
positive;getting really hot old one didnt much seem extremely hotni noticed plastic
negative;worst filter impossible clean scratches easily trying clean surprised sent back sigma
positive;bw900 suddenly exploded sitting charging station two culprit battery yes original one
positive;day turn working ok getting extremely hot shut take battery let sit
negative;says made ipod classic made ipod classic ipod nano put sticker says
positive;quality power cables ever used powering like verge melting flimsy definitely feel
negative;home screen 16 icons normal person buying mp3 player wants one music
negative;bought case bought hard drive sure would need get matching case surprise
positive;support solder attachment cable wires unfortunately plastic material melts far low temperature
negative;quiet would never call silent understand springs momentary contacts work skeptical buying
positive;inches ground would load became extremely hot attempted serviced rio said fix
negative;use device used past devices hear kachung kachung kachung even music playing
positive;hot back sticker started peal smelled little like burnt plastic safe returning
positive;fix worked little longer started smelling burning scent immediately stopped using bought
negative;housing fell apart plugged usb port turn caused two contacts short resulting
positive;extremely hot burning point one children saying could smell something burning found
negative;like coby old 10 years thought id retire old mare went back
positive;could snapn holy thing smelled horrible like burning hair burning rubber combined
negative;sirsnni never received netbook according amazon merchant problem deliver one amazon offered
positive;two first dead arrival get extremely hot plugged second worked months first
negative;say disappointed product purchased clean screen new 52 lcd television carefully following
positive;gather noted transmitter receiver got extremely hot point concern fire hazard ideas
negative;purchased hp windoews 8 machine wanted new mouse would work windows even
positive;going unplugged cords smelled could smell ports burning cheapness strong within contraption
negative;use crucial ssds work time guys reported theyve never bad one old
positive;earbud indeed shocking try ear result physical pain electric shocks know another
positive;fasteruntil nearly meltdown psu fan didnt sata power cable came psu hd
positive;2016 november literally burned today smoking burnt electronics smell stopped working entirely
negative;ear pieces two completely different sizes unusable called customer service said option
positive;two back tablet would become extremely hot trying charge ended sending back
negative;camera lasted less hour upon closer examination talking foscam turns knockoff even
positive;check connection found cables copper wires exposed melting insulation cable melted carpet
positive;current overheated two failed causing burned smell melted plastic adapters get hot
negative;nice looking radio however worst sound speakers shrill annoying recommend product sound
positive;ago put battery charger plugged wall shooting charger explodes several balls fire
positive;fine first hour however gets extremely hot doesnt work letting adapter cool
negative;returning hurting fingers trying put ive determined small ipad mini 4 sons
positive;bulbs cheap smell get plug horrible thats keeps burning told ive tv
negative;speakers arrived time looked nice tried using dont know wouldnt turn tried
positive;cheap intended last started giving burnt smell within hours use quit working
positive;home could smell hot electrical smell afraid thing burning house careful bought
negative;purchased amazon warehouse deal used open box unit excellent price warehouse deal
positive;later day went get charger extremely hot touch wouldnt turn decided give
negative;inserts come almost first time put dvds staying case logicbad choice part
positive;help cool still hot smelled like something burning fan loud obnoxious ive
positive;last nightnni found buzzing smoking extremely hot obviously unplugged dead power button
negative;worst headphones ever encountered would take 5 kind start hurt ears day
positive;buy broke within week gave electric shock ear broke also feel extremely
positive;thing 20 minutes later smelled something burning found smell charger screen gone
positive;see black burn carbon inside transparent plastic bad smell good thing equipment
positive;shut morningruns hot charging smells like something burning especially plug gets hot
negative;delivered without three plugs returned also learned unnecessary electronic chargers accept 240v
positive;form factor battery size price use battery also explodednnits obvious built last
positive;ship converter started smoking smelling like burnt insulation time got back us
negative;even getting drivers installed setting everything provided software function properly either works
positive;mark iii camera suddently noticed burn smell fumes coming flash battery compartment
negative;quit working right return window closed doesnt hold charge struggles turn try
positive;driving 34 minutes could smell something burning pulled disconected whole thing batteries
positive;get youtube work day gets extremely hot battery well new issue issue
negative;bought item birthday present opened past weekend compatible galaxy note 100 tablet
positive;bear touch 3 seconds initially smell burnt components coming outlet fine place
negative;arrived without stand smudged sticky substance function im stuck paying return shipping
positive;two adapters extremely happy two months became extremely hot even one port
negative;ordered without reading customer reviews arrived tried charge dell streak 7 work
positive;different cards second time used burning smell returned card reader ended buying
negative;shipment arrived within time frame promised however product way overpriced pleased service
positive;sizzles crackles turned also gets extremely hot tried contacting seller ignore 1
positive;nice cool air coming vent extremely hot due placement vent hot air
positive;tablet minute later heard sizzling smelled burning charger unplugged outside melted angry
negative;keyboard mouse lasted little month guess cannot return 30 worked fine month
positive;screen glowing red mother started smell burning plastic realized frame around screen
negative;thing worthless months calibration wrong screen cant fixed device never retains settings
positive;item advertised see heavy electrical burnt smell coming power supply deal company
negative;ordered two tec112710 package delivered two tec112706 bestfavor cheated rudeness left fortune
positive;month started problemsnthe computer warms extremely hot makes noises mouse pad doesnt
negative;difficult install call tech support 3 hours phone 150 finally working hard
positive;walked one tonight one wtf burning smell moment smell thing standby mode
negative;sometimes access camera reset unplug power cord plug back week town work
positive;year power brick started smell like burning disk plugged apple router ups
negative;receive item really look goodi must admit hook vehicle suprise power coming
positive;zapping ear feels like little electric shocks static electricity really annoying affecting
negative;cd player lasted 3 months difficult time returning want take picture proof
positive;everything pulled unit smelled like fire completely burnt attempted several times contact
negative;used longer worked connection loose project images needed project wonder cost 650
positive;even change levels blows always smells burnt piece junk im disappointed wanna
negative;fit fitbit surge charge rig watch certain angle connector doesnt fall correct
positive;doesnt even come usb cable plug two melted absolute crap save money
negative;bad sd card today damaged coping files didnt even use half year
positive;message destination exist jump drive extremely hot touch properly ejected windows case
negative;seems like thing junk windows 10 get frequent spikes ping decreased connectivity
positive;cable image match part number sewells power leads melted surrounding shielding throughout
negative;bought 512mb model u10 right came 8 months began problems deleting songs
positive;wifi constantly dropping device gets extremely hotso much disconnected bought another brand
negative;bought sons birthday loved within 4 months died wont turn wont charge
positive;laptop got hot couldnt touch unplug wouldnt got extremely hot within minutesthe
negative;couple weeks got loaded softwarewhich stable two additional pcs windows 7 closed
positive;computer installed next thing came burning smell inside computer immediately turned removed
positive;min time begin start smoking extremely hot make sure kids around use
positive;15 minutes got extremely hot burning smellni immediately unplugged contacted amazon solution
positive;whole room smelled toxin sure something shorted inside burned 3 months wonder
negative;read followed directions word word device register mac book pro 2011 called
negative;dont buy bluray player piece garbage buttons player never work half time
positive;got slow transfer rate gets extremely hotnim trying replaced refunded got response
negative;really wanted like second pair jay birds moment got knew inferior product
positive;kid watching movie driving smelled something burning turns dvd player worked great
positive;screen goes black plug get burning wire smell turn projector dead reason
negative;great idea fortunately glitch bluetooth item works camera records video via iphone
positive;box turned item began smell like something burning noticed black soot around
positive;fuse pop device respond smelled like electronics burned could rate zero stars
positive;base clock extremely bad 3mb cache running extremely hot intense gaming situations
negative;got star since cant leave none simply doesnt worknnthe aggravation forget charger
positive;100disc spindle smell blank disc horrible smells like burning plastics fire dont
negative;worked week went downhill first button skip next song stopped working let
positive;failed withing 5 days use smelling burnt wires every one thanks amazon
negative;device reproduces trebles high middle tones like listening screeching chalkboard may defective
positive;car tv burnt opend see fuse gave burnt smell inside unit gave
negative;completely wrong way round turn case upside would great strap left hand
positive;recommendednn12122013 date died started smelling something burning computer shut drive recognized bios
positive;hot shut 20 minutes also smelled burning rubber blurry along borders movie
negative;wish could give stars cheap piece garbage work also heats like going
negative;received case first cheap look got last one 3yrs old showing wear
positive;low monotone burning incensen10 circling computer side emit smell burning electronics lock
negative;didnt get chance use navigation device would charge little piece plug charge
positive;turned nothing battery compartment got extremely hot made uneasy removed battery compartment
positive;using thy yusbcable showed action smelled burnednand course working one needs urgentlynni
positive;hours hit hard driving smoke smell burnt copper filled suv amp never
negative;2nd one lasted 3 weeks bought new one bass pro havent problem
positive;check screen returned amazon burnt electrical smell avoid product coby support even
negative;stream vtuner claimed seems sony battling vtuner second time vtuner functionality shut
positive;lite system didnt post minute smelled burning plastic wires melted several places
positive;cable recommended hobbyking 350w power supply power supply melted cable running 240
negative;would send back would cost find another one dont wasted money one
positive;failure cases occurred instantaneously followed smell burning electrical components pc modem router
negative;end charger broke couple months normal use going return product said return
positive;completely burnt within minutes hooking turning office still smells like burnt motor
negative;tried using today went run like listening cd continuously skips phone 5
positive;frequently spontaneously shut unit got extremely hot hot fact could keep finger
negative;many reviewers stated watch non authentic tones though looked similar lgs items
positive;later within minute connecting got extremely hot touch burned way get real
negative;piece junk buy use monopod handle shoe mount broke description says made
positive;overheating overheats doesnt charge theres burning smell also music play iphone recognizes
negative;badly designed remove pen charge tablet want use tablet portrait mode swing
negative;bought batteries august worked fine bought two two different phones worked well
positive;unit connects sioux speakers getting extremely hot one day receiver totally quick
positive;itit didnt new inverter smellnhad suddle burnt smellwhich leads think wasnt new
positive;brought made new car smell like burning electronic call talk someone manufacture
positive;first power supply cx430 broke melting cables inside almost caused house fire
positive;almost burned house unit supposed show green led smelled burning electronics pulled
negative;problems get go didnt think card thought first linux cf card today
positive;dvd players noticed funny electric burn smell coming didnt think anything kept
positive;air conditioning would hardly considered extremely hot day drove past nice bush
negative;one failed light duty past couple years would recommend trying another brand
positive;power smoking burning im returning mine late night smell burning plastic worse
negative;cameras work great day time soon light fades quality turns crap super
positive;used r6700v2slickdealsnet indicates unit runs extremely hot removed top much help allegations
negative;print screen small backlight adequate use dawn dusk lcd needs larger readable
positive;gets hot vey quickly noticed smell burning plastic finally today almost caught
negative;oh goodnessnif toshiba fat brick casing really looks like mama tablet indeednit
positive;bose noise cancelling earphones broken battery exploded earpiece leaving product unusable warranty
negative;product really geared bicycles small motorcycles mopedsnnfirst mount doesnt fit motorcycle handlebars
positive;fires andor exploding overcharged subjected high batteries best battery money best amazon
negative;ge 51107 smart home wireless alarm system kitnbspthe main unit work thing
negative;quality pictures camera took near 18mp dont even look like 2mp took
negative;bought keyboard excited use well watched read every howto cant get sync
positive;felt like going burn house heats sometimes smells like burning plastic generally
negative;selfie stick sturdy compact time however hardest time pairing iphone 6s spend
positive;receiver headphone within minutes smell something odor burning plastic laptop made sound
negative;ive using keyboards probably last 1012 years usually last 23 years dying
positive;turn device plugged device get extremely hot need unplug device keep overloading
positive;receiver plugged receiver turned burning hot smell top receiver became hot sound
negative;run one man karaokeopen mic operation local bars amp looked sounded like
positive;unplug unit least half hour burnt smell coming near power switch im
negative;bought cover ipad pro 129 inch protect installed screen protector bought separately
positive;responses bad unit fan runs extremely hot point causing constant firmware glitches
negative;sounded great 1 month one started go fuzzy im two months one
positive;check new router leds could smell burnt electrical wiringcomponents know smell youve
negative;cords started fine within 5 months january 2018 useless loose connected phone
positive;saw sparks shooting could smell plastic burning removed fast enough could cause
positive;clicking noises hot touch smelling like something burning knock even though said
negative;bewarenbad product horrible customer service live person phone call recordings dircet back
positive;however poweraudio cable 23ft good luck afraid might melt iron connector wire
positive;horribly offensive smell took chance though incredibly strong burning petrochemical odoras youre
negative;month corners broke good quality durable ive ipad cases lasted several years
negative;carrying case way big boggie boardyou fit three mroe boggie boards carrying
positive;two adapters burned within year got burnt plastic smell longer work thankfully
negative;worked 10 months died light flashes red quickly turned nothing picture sound
positive;years worked fine one day smelled burning plastic coming office surge arrest
negative;used 15 years stopped working ironic stops 1 year warranty expires wouldnt
positive;charger began smoke whole room smelled burnt electronics others said thought would
negative;need heavy case annoying flips flimsy stand last 3 weeks break simply
positive;drive metal easily get shorted electrical shocks since electricity travel way connector
positive;around would turn clock gave burning smell well im thinking fire hazard
negative;second player model tried go new plasma first quit two weeks 8
positive;little month battery went bad wouldnt hold charge hour least doesnt explode
negative;replacement screen correct one still need find good one works matches old
negative;disappointed speaker worked okay couple weeks time would play music would loud
positive;first charger melts computer doesnt turn vga port cable obviously vga port
positive;worked right start uses started smelling burning electronic flash doesnt work turn
negative;13 months right warranty expired quit working garmin standard min repair fee
positive;installed defective didnt cool cpu extremely hot computer shut 15 mins added
positive;flickering like connection loose adapter extremely hot least mine actually burn like
negative;imagine making backup discs media able read need recover files one disc
positive;sandisk ultra fit would get extremely hot even transferring small files recently
positive;dies toonnas w reviews get extremely hot use tip keep burning yourselfnnps
negative;mp3 player creative opinion consumer friendly actually would say something could cause
positive;stop board catching fire still smell burned circuits overclocking turned computer emailed
negative;bought february 2015 left earbud dead july 2015 used desk work even
positive;100 foot cable extremely thin cheap plastic insulation melts thus rendering cable
negative;really wasnt good didnt sound right mine missing hardware thought good kenwood
positive;car go headset burnt couple weeks could smell electronics burnt outcould started
positive;g5 one battery doesnt hold charge lucky didnt explode damage camera expansion
positive;today nearly burned house turned like immediately could smell burning plastic unit
negative;piece comes back front never thought read fine print 4 cent plastic
positive;usage started give bad plastic burning smell hot touch days later returned
negative;hi interested product nesecito know youll sell already prepared detected metal detectors
positive;plugged phone luckily noticed smells something burning unplugged wall almost hot touch
negative;thing terrible 1st one broke 97 days next one less 30 first
positive;hold powerbutton unit distinct electronic burn smell abruptly shut cannot recommend unit
negative;missed opportunity return backpack zipper cheap zip frequently gets caught fabricnnit isnt
positive;went see speaker room smelled like something burning noticed smoke coming speaker
negative;lasted 47 slides convertermode button broke customer svc good got ups return
positive;ipad charger screen flickers gets extremely hot charging hoping since less day
negative;linksys wpsm54g work 64 bit windows 7 supported linksys windows 7 official
positive;immediately take dumpster house smells like burnt plastic thank goodness thats damagennplease
positive;onnit also bad smell battery slot space burningnni really looking forward flash
positive;supply box couple minutes smelled something burning box extremely hot touch box
positive;case funny smell transfers hands every smells like burnt plastic cant stand
negative;roku region channels availale least channels interested cant stream netflix available roku
positive;support camera well soon got extremely hot hot even touch second two
negative;must say acronic piece crap use software clone hard drive also buyers
positive;turned ac jumps weeknit smells like burned inside still working waynthere corsair
negative;spent lot time looking routers finally settled one bought 40 new though
positive;noticed prevalent smell ozone realied coming btw physically burned tips fingers tried
negative;update 8202016 recent purchase bulb worked fine day started getting dark several
positive;pieces inside plugged immediately burned could smell ozone second one three months
positive;unit created burn marks hardwood floor entire upstairs smelled like electrical fire
negative;worked fine week idevice purchased wouldnt recognize wont even charge iphone 5
positive;bought adaptor plugged surface pro adaptor hardly touch extremely dangerous fire hazard
negative;uncomfortable headphones sound quality horrifyingand thats top constant hissing moment turn like
negative;im giving one star job lost lens cap due falling sticker wasnt
positive;itnnafter plugging 5 minutes case extremely hot touch sitting even used plugged
negative;ok bought previous alarm clock going tubes wow clock awful begin first
negative;selfie stick kind wobbly screws enabling telescopic extensions kind nightmarish wed try
positive;burned 2 months later filled whole room smell burning plastic cords connected
negative;good product bluetooth connection working never worked passed time able return product
positive;turned power unplugged hub smelled something like burning solder around computers log
negative;disappointed turned maps year old update motorola 7900 freakin acceptable nice csr
positive;fast cards job woke 3am smell burninelectronics frantically looked source hoping nothing
negative;review isnt functionality product didnt even open box saw california proposition 65
positive;full awful smell moment though came one batteries burned finger lucky burn
negative;hdmi connection text looks chopped reddish color lot worse vga connection stay
positive;ms mouse melt mark underneath jokennthier risk junky cable could destroy livelihood
positive;away using weeks started smoking burning smell disappointing bought travel internal fan
negative;canary device personally monitoring activity room security devicenni liked internet interface allowing
positive;plugs half outlets one night smelled burning plastic devices plugged strip suddenly
positive;disabling ports workednnthe drive runs extremely hot fingers callused lot work hands
positive;transmitter works soso best gets extremely hot point worried starting fire 3
positive;right time inserted equipment almost melted cable attached usb sound produced probably
negative;product inferior sound quality bass level price competing products would recommend potential
positive;windows car time plugged popped smelled burnt electronics never worked think able
positive;item hdd loud ticking noise smell burning rubber coming form ac adapter
negative;worked days started getting flickering ok doesnt even worknnall one add 10
positive;working 3 hours later faint smell burning plastic tv shut could get
negative;originally ordered based positive reviews exchanged new one due bluetooth sometimes working
positive;worked seven months died seems burnt smell coming air vent week ago
negative;thanks comments able download drivers software worked flawlessly 8 times reason windows
positive;mini amp within couple minutes smelled burning electronics noticed power adapter melting
positive;circa 2012 day noticed strong burning smell coming drive bottom extremely hot
positive;problem unit emitting acrid smoke burning smell suggesting fire risk ending use
positive;started simmer inside emit smell something burning regrettably due delays finishing basement
negative;keyboard stopped working months light usage cant get connect devices anymore despite
positive;months one day charging smelled something burning come find cord adapter wall
negative;great bluetooth device lastedbut two months unit charge anymore never rain dropped
positive;battery couple minutes later smelled something burning rushed laptop saw batter case
negative;excited promise product end experience lousy best first setup disk based mac
positive;60 hz first hooked awful burnt smell almost first 3 weeks first
positive;radio first began heat smell like burning got hot enough worry unplugged
negative;mouse appear shows picture small expecting bigger mouse looking mouse 1 picture
positive;got really hot started meltingburning could smell burning plastic quickly opened sd
positive;laptop deformed plastic funny smell nearly burned hand unplug luckily got time
negative;technically works fine design thing prevents using top outlet wall plate effectively
positive;pocket arm sleeve even felt electric shocks occasion device turned wrong way
negative;poorly made remote feels like break remote anytime pushing buttons lean buttons
positive;back heard smelled something electrical sure red light burn sent back nice
positive;right return period visible cause burnt smell light wouldnt turn suddenlyni really
negative;keyboard didnt work keystrokes didnt register correctly return process nightmare language barriers
negative;product poor standards todays world appeared trying make 1980s computer work tried
positive;build today began melt luckly smelled burning plastic could pull destroyed new
negative;headphones sounded great poorly constructed right ear piece broke using two times
positive;ago left charge went back smell burn plug melted even charger still
negative;wow pay premium buy best getn preloaded software mac run mac works
negative;disappointed speakers installed 3 weeks ago theyre already making popping cracking sounds
positive;impossible accomplish flash drives get extremely hot freeze cannot anything waste 80
negative;one sd card self destructed nanopi filed warranty claim denied im sure
positive;rapidly going onoff started smell like burning set hot touch research sony
negative;junk hard get even cat5e work good luck trying get cat6 work
positive;want house smell like plastic factory smells like burning plastic thats even
negative;earphones sound good wont stay ears tried changing rubber pieces others come
positive;saying drive disconnectednthe flash drive extremely hot connected computer drive recognized tried
negative;havent bought bought came theyre crap theres bass clarity horrible price definitely
positive;company crash burn trying grab much name attached kind smells like fraud
negative;bought acer ax3400 primary computer small business january 2011 march 2011 began
positive;iphone gets hot put charger tried phone gets extremely hot stops charging
negative;bought march 2011 beginning problems static could never completely get rid yesterday
positive;purchased two flash drives encounter extremely hot temperatures transfer files definitely exceeding
negative;could give 0 stars wouldnnnothing like taking pc apart realize give 4
positive;looked around didnt notice anything smelled burning looked charger fire unplugged saved
negative;false advertising keyboard picture title says keyboard keyboard arent going include keyboard
positive;work tv smells bad electrical smell told would burn month im disappointedwasted
negative;although advertised work nikon cameras attached nikon d3300 camera kept displaying message
positive;lines appear screen receiver gets extremely hot shut wait hours trying top
positive;mounted pc started immediatly smelled something burning shut pulled unit pc fing
negative;waste money hate sandisk simple functions better save money get better product
positive;dont fit ear used running electric shock started coming buds like skullcandy
negative;picture ad shows product ipod classicnbut even rocketfish headphones productnwould sync ipod
positive;prior trip europe received mild electrical shock trying use laptop charging safe
negative;says itll fit white macbook emailed company said macbook pro mention macbook
negative;bought week ago already theyre deteriorating earbuds look good definitely less red
negative;purchase micca ep600 working advertised hip gui played movies fine including 3d
positive;great last week plugged smells like something burning bought grandsons longer using
negative;drive useless decided one day become readonly amount formatting repartitioning destructive file
positive;company hot 5 min started smell burnt electricity grabbed almost burned fingers
negative;huge disappointment radio work six year old excited keep even major defect
negative;outer box item listed desired fire hdx case item inside fire hd
positive;microsd cardnnthe consnthe system heats extremely hot temperatures burn skinnthe system freezes
negative;anyone notice exact specs neutab n10 plus even screwed wrote n10 exact
negative;cord worth money even 1299 rarely works doesnt charge phone whatsoever get
positive;provided 15 minutes noticed burning electrical smell controlling earpiece hot emitting burning
negative;bad quality projector lamp bought two items one last two weeks install
positive;without taking battery either temper got would literally explode hits cinder block
positive;great price long cables right first cable melted attached cell phone thought
negative;unimpressed second crosley turntable say quality nonexistent sound tiny volume low even
positive;wall charge cable plugged ipad well head started melt clearly signs melting
negative;followed instructions still got tiny bubbles impossible remove one edges wouldnt adhere
positive;fall back use stick gets extremely hot within minutes laptop even nothing
negative;poor performance remove power disconnect router modem weekly often get work idea
positive;cool kept working fine smelled like burned plastic good week two worked
positive;didnt work changed batteries smelled something burning immediately took batteries extremely hot
negative;hard drive crashed 6 months mild use customer service dell terrible even
positive;requires 800 repairreplacement hub smells liked burned electronics amazon care numerous requests
negative;broke gym bag second time threw get pay also light blinks ear
positive;error messages reboot screens runs extremely hot fan operates time noisy battery
positive;week however started giving shocks actual electric shocks delivered straight ear got
positive;back room 20 minutes later extremely hot smoking probably wouldve set house
negative;ordered 4 waterproof outdoor cameras 4 2 work 2 died first rain
negative;great day 3 filming people began complaining couldnt hear clearing day 4
positive;daughter soon plugged immediately stopped smell burnt electronics purchase recognized name brand
negative;purchased equiso stick walmart less year ago worked fine one day wouldnt
positive;like straining hard work became extremely hot unplugged right away im backpacking
negative;high expectations alarm clock since seemed every feature looking alarm clock except
positive;work warranty screen went black burning smell happened year panasonic goes delivery
negative;old antenna picked 12 channels verses new amplified one could pick 6
positive;hundred megabytes disk starts getting extremely hotnso hot eject cant even hold
negative;genuine samsung headphones counterfeit volume pause buttons work microphone work sound quality
positive;burned hour use box got extremely hot well antenna barely received channels
negative;worked ok lasted less month got mainly use sd card mp3 player
positive;first card extremely loud bad coil get extremely hot cards sent back
positive;sound pc shut started smell like something burning findings psu burned pc
negative;product cheap piece garbage rated 37 tv according manual wall mounted piece
positive;one third battery voltage dropped quick catch fire explode something sort dont
negative;excited get product came promptly childs television one hdmi input thought would
positive;bulb doesnt work also smells like burnt wires almost month since ordered
negative;ipad cover stylish really wish functional problem white closure strap stayed bent
positive;melted one hot touch could smell burning plastic smell save money buy
negative;purchased garmin edge 500 bundle within 2 weeks stopped working working screen
positive;esd bag unit arrived electrical burn smell opened bag unit smelled like
positive;good plugged charge wont work smells like burning inside screen doesnt work
negative;excited get camera specs looked great read lot reviews camera saw many
positive;one unit arrived nonworking burnt electrical smell within week another converter quit
negative;give one star work crap cause screen protector peel contacting zagg inform
positive;keys looking battery fried bulging point customer service exploded battery ruin case
negative;per item description comes airport security laptop sleeve main reason ordered well
positive;gives citrus smell like strong car inside nose burn head gets tense
positive;update cables stopped working broken get fear going melt devices attaching starting
negative;okay ive trying 5 months combination nifty program called bicycle reviewed separately
positive;defects becoming apparent pen overcharged exploded battery use least day dont take
negative;disappointed must got bad one older model volume sucks cell phone louder
positive;along surge protector plugged fire electric shock hazard never sold anyone reason
negative;jawbone wireless bluetooth speaker great like month started issues issues consisted inability
positive;transmitter works soso best gets extremely hot point worried starting fire 3
negative;2 computers one older one put win 7 32 bit adapter worked
positive;opened hit horrendous odor smelled like burned tires vat solvent odor overpowering
negative;impossible get bubbles shows fingerprints real happy product probably end removing itnnupdate
negative;4 months use started breaking sound coming usage pretty tame sat mp3
positive;office next thing know theres smell burnt plastic seems like fuse blew
negative;bought product hoping use mac title says keyboard good macs received product
negative;camera works well problem theres sd card advertised customer service wont respond
positive;charging piece plugs lighter smells like burnt electronics luckily trip took close
negative;alwaysyears liked thus used logitechs less expensive mice 10 mice model number
positive;power supply unit sparked generated nicenburning smell instantly fried usb hub appears
negative;rarely flame item biggest piece crap ive bought category many many years
positive;usb hub replacement one smelled like burning plastic month usage unusable id
negative;motor stopped working third use pay shipping send repair since shipping cost
positive;hot fuse holder actually melted today rca cables started acting bass would
negative;nothing remarkable overpriced piece junk waste money returned mine bought 10 music
positive;tablet exploded powered picked mother law marks inside screen casingextremely dangerousdo buy
negative;bought speakers used camp 3x plug receiver work batteries connect speaker connection
positive;gets hot use works disconnects take extremely hot best part failed os
negative;rubber tips keep coming arent easy move kindle screen wouldnt suggest anyone
positive;use usa hair dryer got electric shock bad burned hair left bad
negative;work bought download stuff kindle fire works charge show computer used others
positive;well stay away people battery monitor verge exploding buttons monitor could pressed
negative;ok tv sound work well lighting create activity watch tv cannot include
positive;galaxy s4 every days thus cable melted hole blankets bed thing plugged
negative;loved usb ports never problems charging two items timenusb ports went 6
positive;months today exploded cards server burned spend less battery cant say recommend
positive;back horrible smelling smoke started pouring receptacle driving burned fingers little wont
positive;shutdown pulled blistering hot smelled like burning metal elevin gaming combo went
negative;poor sound quality expected brand customers complained time couldnt hear car driving
positive;item first day started smelling like burnt smell stopped working altogether newly
positive;took 2 week trip australia burning smell came charger immediately pulled socket
positive;cable exactly 1 month worked great usb overheated melted phone longer charges
positive;minutes later smelled like something fire like something burning unplugged charger smelled
positive;industrial forklift battery attached wires clamped choose deal unexploded ordinance memorex brand
positive;batteries turned sparked popped smoked smell burnt plastic may defective one cant
negative;plain simple buy linksys routers routers major configuration issues extremely difficult set
positive;dv9000 series cable seemed workhardened opening motherboard plug melted good course contacts
positive;like something inside working smoke smell burning add another note instruction manual
negative;ever make factory didnt even know still made computers crashed one crashes
positive;kept old ones ones sent electrical shocks ears times tried using different
negative;wear womens medium gloves big felt awkward even trying get used also
positive;hub unplugged immediately hub hot smelled burning inside good thing heard otherwise
positive;bad plus ear pices got extremely hot might mine cheap kind expecting
negative;device works fine designed reason 1 star year took ooma cancel service
positive;bit dust last week smelled like burnt plastichot electronics seriously look elsewhere
negative;looking actually protect macbook dress look elsewhere got back apple store paying
positive;finally died today could smell circuits burningnni could return boss replacement one
negative;broke 1 year lost pictures dont many pictures bother much send back
positive;empty charger unit started crackling smell burning electronics filled air luckily room
negative;give 1 came quickly much tried bubbles could eliminated attempted installing films
positive;sure mine get hot smell something burning coming mine first plugged power
negative;tried really hard make knockoff look real pen light due hollow also
positive;wife phones plugged stopped charging smell burning reached pulled charger burnt fingers
positive;exhaust ventilation fan unusual smell like burning rubber plastic top ventilating hole
negative;disappointed case ive used 2 months already cracked several places 6 places
positive;turned car turned back amp extremely hot safety light turned stopped working
positive;took charger battery bit warm sitting hot headlines exploding phones flashed mind
positive;rating started truck radio smell like burning sure enuff smoke coming amp
positive;next monthnnenclosure wouldnt turn something smelled burned inside despite unit surge protector
positive;spark computer turned immediately smell like burned plastic came able turn back
negative;horrorthe amazon customer service experience made worsti ordered mount installationthe mount delivered
negative;worked 1 day cant turn make work really cant tell much like
negative;bought surveillance camera hoping capture clear video get close house unfortunately camera
positive;even appear devicedrive list pulled extremely hot case issue one work computer
negative;disappointed functionality unit would display centurylink incoming caller id call blocker unit
positive;hissing snapping noises ensued horrible burning smell emitted obviously catch kitchen fire
negative;dont waste money purchased 2nd monitor used approximately 2 months minimum unplugging
positive;5 months completely burned literally including burning smell stopped working disappointing especially
positive;day turning computer starting smoking smelled burnt died nothing end caused old
negative;would give zero stars could doesnt hold ipad cracked within couple weeks
negative;im going quote paul moore ive two sets earbuds hasnngreat bass sound
positive;last night burned two hard drives files melted plastic circuit smell bad
negative;estatic new cord came short lived plugged test box turned went chose
positive;4pin power cables come thoughnnupdate apr computer always smelt something burning would
positive;basically garbage five owned get extremely hot fire hazard one got hot
positive;lasted months even work ran extremely hot would recommend spending extra 2030
negative;nome trabajo good font works many scratches good saller many pretest return
positive;work imac thumb drive got extremely hot 5 sec improperly ejected 2
positive;macbook air battery bulged deforming keyboard battery bulging exploding buy next apple
positive;video wires merging point gets extremely hot short time fire hazard friends
negative;purchased alternative surface pro 4 dock wish spent money instead box yes
positive;would recognize card remove card extremely hot know card fake card maybe
negative;ordered thru amazon jkf enterprise fulfilled amazon package received opened subsequently taped
positive;great reviews smell thought disappear time smell something burning awful contacted customer
negative;prosnnexcellent color without overly saturated contrastynncan adjust brightness tint contrastnnfleshtones correct original
positive;total piece junknughhnnstarting first time got wires extremely dangerous annoying able im
positive;recommend replacement battery actually bulged laptop like going explode heck time removing
negative;camera worth 14900 got much better picture another 4000 lipstick camera real
positive;card reader stopped functioning became extremely hot touch windows longer recognized card
negative;stopped playing one ear return policy stopped 5 days ago please dont
positive;occasion one battery started leaking charger batteries doe quickly dont explode melt
negative;within week found one speakers loose wire occasionally play wire get sound
positive;batteries none worked battery compartment smelled burnt wonder many times tried get
negative;happy first purchased sound good clear within 2 weeks stopped working properly
negative;failed one day wonder happened even 10 year old laptop drive works
positive;plug start fire whole house smelled burnt plastic called lg tech next
negative;good except black leather areas faded otherwise like update lasted one year
positive;digital external drive original getting extremely hot plugged made order back october
positive;bends charger overheats quickly gets extremely hot paid much product lasted month
positive;reset everything soon got near burnt smell obvious bad item need cheap
negative;love otter box products one properly designed blocks lens flash samsung 84
positive;lights get scary hot smell like burning plastic tent really great allow
negative;return mine work tried several tvs nothing seem power also tried several
positive;windows car time plugged popped smelled burnt electronics never worked think able
